Level 1,Level 2,Level 3,Level 4,Level 5,Level 6
204: metencephalon (met),241: cerebellum (Cb),242: cerebellar_white_matter (wmCB),242: cerebellar_white_matter (wmCB),243: inferior_cerebellar_peduncle (icp),243: inferior_cerebellar_peduncle (icp)
204: metencephalon (met),241: cerebellum (Cb),242: cerebellar_white_matter (wmCB),242: cerebellar_white_matter (wmCB),244: olivocerebellar_tract (oc),244: olivocerebellar_tract (oc)
204: metencephalon (met),241: cerebellum (Cb),245: deep_cerebellar_nuclei (DCb),245: deep_cerebellar_nuclei (DCb),246: lateral_cerebellar_nucleus (Lat),246: lateral_cerebellar_nucleus (Lat)
204: metencephalon (met),241: cerebellum (Cb),245: deep_cerebellar_nuclei (DCb),245: deep_cerebellar_nuclei (DCb),247: interposed_cerebellar_nuclei (Int),248: anterior_interposed_cerebellar_nucleus (IntA)
204: metencephalon (met),241: cerebellum (Cb),245: deep_cerebellar_nuclei (DCb),245: deep_cerebellar_nuclei (DCb),247: interposed_cerebellar_nuclei (Int),249: posterior_interposed_cerebellar_nucleus (IntP)
204: metencephalon (met),241: cerebellum (Cb),245: deep_cerebellar_nuclei (DCb),245: deep_cerebellar_nuclei (DCb),250: fastigial_cerebellar_nucleus (Fas),250: fastigial_cerebellar_nucleus (Fas)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),252: floculus_parafloculus (Fl-PFl),252: floculus_parafloculus (Fl-PFl),253: flocculus (Fl)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),252: floculus_parafloculus (Fl-PFl),252: floculus_parafloculus (Fl-PFl),254: paraflocculus (PFl)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),256: anterior_vermis_cerebellar_cortex (AVCbCx),257: cerebellar_lobule_1_vermis (Cb1V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),256: anterior_vermis_cerebellar_cortex (AVCbCx),258: cerebellar_lobule_2_vermis (Cb2V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),256: anterior_vermis_cerebellar_cortex (AVCbCx),259: cerebellar_lobule_3_vermis (Cb3V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),256: anterior_vermis_cerebellar_cortex (AVCbCx),260: cerebellar_lobule_4_vermis (Cb4V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),256: anterior_vermis_cerebellar_cortex (AVCbCx),261: cerebellar_lobule_5_vermis (Cb5V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),262: posterior_vermis_cerebellar_cortex (PVCbCx),263: cerebellar_lobule_6_vermis (Cb6V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),262: posterior_vermis_cerebellar_cortex (PVCbCx),264: cerebellar_lobule_7_vermis (Cb7V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),262: posterior_vermis_cerebellar_cortex (PVCbCx),265: cerebellar_lobule_8_vermis (Cb8V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),262: posterior_vermis_cerebellar_cortex (PVCbCx),266: cerebellar_lobule_9_vermis (Cb9V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),255: vermis_cerebellar_cortex (VCbCx),262: posterior_vermis_cerebellar_cortex (PVCbCx),267: cerebellar_lobule_10_vermis (Cb10V)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),269: cerebellar_lobule_3_intermediate (Cb3I)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),270: cerebellar_lobule_4_intermediate (Cb4I)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),271: cerebellar_lobule_5_intermediate (Cb5I)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),272: cerebellar_lobule_6_intermediate (Cb6I)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),273: copula_of_the_pyramis (Cop)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),274: simple_lobule (Sim)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),268: intermediate_cerebellar_cortex (ICbCx),268: intermediate_cerebellar_cortex (ICbCx),275: paramedian_lobule (PM)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),276: lateral_cerebellar_cortex (LCbCx),276: lateral_cerebellar_cortex (LCbCx),277: ansiform_lobule_crus1 (Crus1)
204: metencephalon (met),241: cerebellum (Cb),251: cerebellar_cortex (CbCx),276: lateral_cerebellar_cortex (LCbCx),276: lateral_cerebellar_cortex (LCbCx),278: ansiform_lobule_crus2 (Crus2)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),282: vestibulo_cochlear_complex (VCC),283: vestibular_nucleus (Ve),283: vestibular_nucleus (Ve)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),282: vestibulo_cochlear_complex (VCC),284: cochlear_nucleus (DVC),284: cochlear_nucleus (DVC)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),282: vestibulo_cochlear_complex (VCC),285: vestibulochoclear_nerve (n8),285: vestibulochoclear_nerve (n8)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),282: vestibulo_cochlear_complex (VCC),286: prepositus_nucleus (Pr),286: prepositus_nucleus (Pr)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),287: trigeminal_complex (C5),288: motor_trigeminal_nucleus (Nu5),288: motor_trigeminal_nucleus (Nu5)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),287: trigeminal_complex (C5),289: principal_trigeminal_nucleus (Pr5),289: principal_trigeminal_nucleus (Pr5)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),287: trigeminal_complex (C5),290: spinal_trigeminal_nucleus (Sp5),291: spinal_trigeminal_nucleus_oral (Sp5O)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),287: trigeminal_complex (C5),290: spinal_trigeminal_nucleus (Sp5),292: spinal_trigeminal_nucleus_intermediate (Sp5I)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),287: trigeminal_complex (C5),290: spinal_trigeminal_nucleus (Sp5),293: spinal_trigeminal_nucleus_caudal (Sp5C)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),294: somatovisceral_complex (SVC),295: cuneate_gracile_nuclei (CuGr),295: cuneate_gracile_nuclei (CuGr)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),294: somatovisceral_complex (SVC),296: obex (obex),296: obex (obex)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),294: somatovisceral_complex (SVC),297: solitary_tract_nucleus (Sol),297: solitary_tract_nucleus (Sol)
279: myelencephalon (myel),280: medulla (Med),281: dorsal_medulla (DMed),294: somatovisceral_complex (SVC),298: visceral_motor_nuclei (Nu10-12),298: visceral_motor_nuclei (Nu10-12)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),300: medullar_motor_complex (MedMC),301: abducens_motor_nucleus (Nu6),301: abducens_motor_nucleus (Nu6)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),300: medullar_motor_complex (MedMC),302: facial_motor_nucleus (Nu7),302: facial_motor_nucleus (Nu7)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),303: medullar_reticulum (MedRet),304: parvicellular_and_intermediate_reticular_nuclei (PCIRt),304: parvicellular_and_intermediate_reticular_nuclei (PCIRt)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),303: medullar_reticulum (MedRet),305: dorsal_paragigantocellular_reticular_nucleus (DPGi),305: dorsal_paragigantocellular_reticular_nucleus (DPGi)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),303: medullar_reticulum (MedRet),306: gigantocellular_reticular_nucleus (Gi),306: gigantocellular_reticular_nucleus (Gi)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),303: medullar_reticulum (MedRet),307: medullar_reticular_nucleus (MdRt),307: medullar_reticular_nucleus (MdRt)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),308: medullar-Raphe (MedRaphe),309: Raphe_magnus_nucleus (RMg),309: Raphe_magnus_nucleus (RMg)
279: myelencephalon (myel),280: medulla (Med),299: intermediate_medulla (IMed),308: medullar-Raphe (MedRaphe),310: Raphe_obscurus_nucleus (ROb),310: Raphe_obscurus_nucleus (ROb)
279: myelencephalon (myel),280: medulla (Med),311: ventral_medulla (VMed),312: precerebellar_medulla (PreCbMed),313: inferior_olive (IO),313: inferior_olive (IO)
279: myelencephalon (myel),280: medulla (Med),311: ventral_medulla (VMed),312: precerebellar_medulla (PreCbMed),314: lateral_reticular_nucleus (LRt),314: lateral_reticular_nucleus (LRt)
279: myelencephalon (myel),280: medulla (Med),311: ventral_medulla (VMed),315: ventral_medullar_tracts (vmt),316: pyramidal_tract (py),316: pyramidal_tract (py)
279: myelencephalon (myel),280: medulla (Med),311: ventral_medulla (VMed),315: ventral_medullar_tracts (vmt),317: pyramidal_tract_decussation (pyx),317: pyramidal_tract_decussation (pyx)
279: myelencephalon (myel),280: medulla (Med),311: ventral_medulla (VMed),315: ventral_medullar_tracts (vmt),318: corticospinal_tract (cst),318: corticospinal_tract (cst)
